명칭,지역,주소,위도,경도,전화번호,내용,비용,이미지주소,카테고리,,,
고산사 대웅전,대전,대전광역시 동구 대성동 산 3,36.288333,127.465556,042-282-2263,"고산사 대웅전(高山寺 大雄殿)
고산사는 886년(신라 정강왕 1)에 도선국사(道詵國師)가 처음 지었고, 1636년(인조 14) 수등국사(守登國師)가 크게 고쳐 지은 것으로 알려져 있다.


현재 경내에는 대웅전(大雄殿)과 극락보전(極樂寶殿), 양성각(兩聖閣) 등이 있고, 대웅전 앞 왼쪽에 2기의 부도(浮屠)가 있다.


대웅전 안에는 흙으로 빚어 만든 소조(塑造)의 여래상(如來像)이 모셔져 있고, 북쪽 벽에는 1815년(순조 15)에 청도 운문사(雲門寺)에서 만든 후불탱화(後佛幀畵)가 걸려 있다.


이 건물은 앞면 3칸, 옆면 3칸에 맞배 기와지붕을 올린 다포양식(多包樣式)으로 이 지방 불교 건축물로는 유일한 다포집이다.


대웅전을 고칠 때 발견된 상량문에 “법장산 법장사(法藏山 法藏寺)”라는 내용이 있어 식장산과 고산사의 옛 이름을 알게 해 준다.",무료,https://www.nzine.co.kr/files/editor/attached/6942c0b05ad730c44fed6702fbc2f4d0.jpg,유적지,,,
우암사적공원,대전,대전광역시 동구 충정로 53,36.3478241,127.4567871,042-673-9286,"우암사적공원은 대전 동구에 위치한 도시근린공원으로 조선 후기 대유학자인 우암 송시열(1607~1689)이 학문을 닦던 곳이다.
1991년부터 1997년까지 1만 6천여 평에 장판각, 유물관, 서원 등의 건물을 재현해 1998년 4월 17일 사적공원으로 새롭게 탄생했다. 조선 후기 이 땅에 유교사상을 꽃피운 우암 송시열 선생의 뜻을 기리고 보존하기 위해 조성된 이곳은 송시열이 말년에 제자를 가르치고 학문에 정진하던 남간정사, 건축미가 뛰어난 기국정, 송시열 문집인 송자대전판 등 역사적으로 중요한 문화재가 보존되어 있을 뿐만 아니라 공원 곳곳이 잘 단장되어 있어 도심 속 시민들의 쉼터로도 제격이다. 사적공원 안으로 들어서면 맨 먼저 왼쪽으로 대전광역시 유형문화재로 지정되어 있는 남간정사와 기국정 건물이 자리하고 있다. 남간정사를 살펴보고 나와 좀 더 위쪽으로 올라가면 우암선생의 유물과 일생을 살펴볼 수 있는 유물관이 있고, 유물관 앞 홍살문 사이로 멀리 명정문이 보인다.
서원 안으로 들어서면 우측에는 모든 괴로움을 참아야 한다는 뜻의 인함각, 좌측에는 모든 일을 명확하게 하고 마음을 맑게 하라는 뜻을 담은 명숙각, 정면에는 마음을 곧게 쓰라는 뜻의 강당인 이직당이 자리를 하고 있다. 그 뒤로 매사 심사숙고하여 결정하라는 뜻의 심결재와 선현의 가르침을 굳게 지키라는 견뢰재가 있으며, 가장 높은 곳에 새로 옮겨 지은 남간사가 자리 잡고 있다. 다시 명정문을 나와 우측으로 돌아가면 연못과 덕포루가 한 폭의 그림같이 펼쳐진다. 덕포루와 더불어 고즈넉한 연못이 운치를 한층 더한다. 한편 사적공원 내에서는 봄, 가을 우암 송시열을 기리는 제사를 지내고 있다.",무료,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/dc/83/36/photo0jpg.jpg?w=1200&h=1200&s=1,유적지,,,
문충사,대전,대전광역시 동구 동부로73번길 44,36.3246941,127.460124,042-251-4205,"문충사는 대전 동구 동부에 위치한 사당이다. 이곳은 구한말에 일제에 항거한 유학자이자 우국지사인 송병선, 송병순 형제의 위패와 영정을 모신 사당이다. 기존에는 1908년 충북 영동군에 건립되었는데, 송병선의 순국 60주년 기념사업 과정에서 1966년에 그의 순국지인 현 위치로 이전하였다.입구에는 송병선정려각과 함께 홍살문이 서 있고, 그 옆에 정면 5칸, 측면 1칸의 솟을대문인 외삼문 안에 [용동서원] 현판이 걸린 강당이 있으며, 그 뒤의 내삼문 안에 정면 3칸, 측면 2칸의 사당이 있다. 용동서원은 1970년에 건립되었는데, 조선시대의 서원 건축양식을 그대로 따랐다. 송병순은 1888년(고종 25) 의금부도사가 되었으나 곧 사임하고, 학문 연구에 몰두하다가 1905년 을사조약이 체결되자 일본을 성토하는 격문을 지어 전국에 돌렸다. 이후 1910년 망국의 비보를 듣고 통분하여 형의 뒤를 따라 음독 자결하였다. 1977년에는 두 사람에게 건국훈장 독립장이 추서되었고, 1989년 3월 18일에는 이곳이 대전광역시 문화재자료로 지정되었다.문충사는 국도 4호선에서 새울로를 통해 접근할 수 있고, 고속도로는 통영대전고속도로 판암IC가 가깝다. 대중교통은 대전도시철도 1호선 판암역을 이용할 수 있다. 주변에는 식장산, 세천공원, 삼정동 산성 등이 있다.",무료,https://tong.visitkorea.or.kr/cms/resource/45/1585545_image2_1.jpg,유적지,,,  
송애당,대전,대전광역시 대덕구 계족산로17번길 60,36.3645777,127.4330144,042-608-6572,"송애당은 대전 대덕구에 은진송씨 대종가, 쌍청당 등과 함께 위치한 전통 가옥이다. 1989년 3월 18일, 문화재적 가치를 인정받아 대전광역시 유형문화재로 지정된 곳으로, 조선 중기 인조, 효종대에 충청도 관찰사 등을 지낸 김경여가 병자호란 패전 후 남한산성에서 내려와 낙향하여 세우고 지낸 건물이다. 주변에 소나무가 많아서 당호를 송애당이라 하고, 자신의 호를 이때부터 송애당이라 하였다. 건축사적으로는 기호지방 별당건축의 가장 전형적인 양식을 지니고 있어 당시 사대부가의 생활상과 건축미학을 알 수 있다.
집 구조는 쌍청당, 동춘당과 같은 정면 3칸, 측면 2칸, 팔작지붕에 5량 구조이다. 세부적으로는 바로 인접한 쌍청당보다 오히려 동춘당과 비슷한 구조형식을 보여주고 있다. 적당히 퇴색된 목재의 색으로 고건축의 운치를 더해준다. 현대에는 경주 김씨 종중에서 관리하고 있으며, 원래 더 많은 건물이 있었으나 중간에 없어지고 송애당 별당만 남았다. 송애당은 계족로, 동춘당로, 선비마을로에서 쌍청당로35번길을 통해 접근할 수 있으며, 고속도로는 경부고속도로 대전IC가 가깝다. 주변에는 쌍청당, 동춘당 외에 이시직공정려각, 법동 석장승 등이 있다.",무료,https://tong.visitkorea.or.kr/cms/resource/17/1585417_image2_1.jpg,유적지,,,
쌍청당,대전,대전광역시 대덕구 쌍청당로 17,36.363689,127.4343476,042-861-1330,"은진 송 씨 중시조이며 고려 말-조선 초기에 부사정을 지낸 쌍청당 송 유(宋愉, 1389-1446)가 회덕으로 낙향한 후 세종 14년(1432)에 건립하여 거처하던 별당 건축이다. 세종 14년(1432년) 은진 송 씨의 중시조 송유가 세웠다. 건물 이름은 선생의 호인 ‘쌍청(雙淸)’을 따다 붙였는데 청풍과 명월의 맑은 기상을 마음에 담고자 한 것이라고 한다. 중종 19년(1524)에 1차 중수를 거친 이래 총 7차례에 걸쳐 부분적인 중수를 하여 오늘날 이르게 되었다. 과거 쌍청당의 주변은 논과 밭이 어우러져 있던 아름답고 전망 좋은 곳이었다.",무료,https://cdn.dtnews24.com/news/photo/201306/5159_348924.jpg,유적지,,,
진잠향교대성전,대전,대전광역시 유성구 교촌로 67,36.303889,127.315556,042-543-1811,"향교는 공자와 여러 성현께 제사를 지내고 지방민의 교육과 교화를 위해 나라에서 세운 국립교육기관이다.

진잠향교는 조선 태종 5년(1405)에 처음 지은 뒤 여러 차례 고쳐 세웠다고 전한다.

현재 이곳에는 대성전과 명륜당 동재와 서재 등의 건물이 있다. 대성전은 앞면 3칸·옆면 2칸 규모로, 지붕은 옆면에서 볼 때 사람 인(人)자 모양인 맞배지붕이다. 이곳에는 공자를 비롯하여 중국과 우리 나라 성현들의 위패를 모시고 있다.

조선시대에는 나라에서 토지와 노비·책 등을 지원받아 학생을 가르쳤으나, 지금은 교육 기능은 없어지고 제사 기능만 남아 있다.",무료,https://upload.wikimedia.org/wikipedia/commons/4/46/%EC%A7%84%EC%9E%A0%ED%96%A5%EA%B5%90_%EB%8C%80%EC%84%B1%EC%A0%84.jpg,유적지,,,
숭현서원,대전,대전광역시 유성구 엑스포로251번길 36,36.3798254,127.4046556,042-861-0409,"숭현서원지는 조선 후기 정광필 등 8인을 제향한 숭향서원의 서원터이다. 16세기 후반에 건립된 것으로 추정되며, 1592년에 나라에서 인정한 사액서원으로 [숭현]이라는 이름을 받았다. 임진왜란으로 소실되었다가 1609년(광해군 1)에 복원되었고 이후 김장생, 송준길, 송시열 등을 모시게 되었다.
그러나, 숭현서원지는 흥선대원군의 서원철폐령으로 1871년(고종 8)에 폐쇄되었고 이후 복원되지 못했다. 1667년(현종 8년)에 세운 비석만 남아 있었으나 대전광역시는 이처럼 유서 깊고 교육적 가치가 놓은 유적을 보다 많은 시민들이 보고 배울 수 있도록 1992년에 대전광역시 기념물로 지정하고 1994년부터 복원을 하여 사당, 강당, 동재, 서재 등이 완전히 갖추어진 숭현서원지의 옛 모습을 볼 수 있게 되었다.",무료,"https://media.triple.guide/triple-cms/c_limit,f_auto,h_1024,w_1024/e58f7de6-fe56-4705-906a-7e400c8dddd2.jpeg",유적지,,,
수윤교도솔천,대전,대전 유성구 자운로245번길 80,36.4210971,127.3420216,042-611-2078,"수운교도솔천은 대전 유성구 자운대 내에 위치한 수운교 관련 문화재이다. 이 곳은 1929년 4월 15일에 세워진 목조건물로서 수운교의 상징적인 건물로 문화재적 가치를 인정받아 1989년 3월 18일 대전광역시 문화재자료로 지정되었다가, 1999년 5월 26일 대전광역시 유형문화재로 격상되었다.
수운교는 동학을 일으킨 수운 최제우를 교조로 하여 유불선의 도리에 따라 사람을 섬기고, 영세의 행복을 누리고 덕을 천하에 펼쳐 창생을 구제한다는 것을 교리로 한다. 한때 교세가 왕성하여 본부를 서울에 두었으나, 천도교와 의견 차이가 생겨 이곳에서 1923년에 재창건하였으며 지금도 수운교 본부 사무실이 함께 있다.
수운교의 상징적 존재인 천단은 정원 안의 높은 단위에 위치해 있으며 정원주변에는 담이 둘러쳐져 있으며, 동서남북 사방으로 문이 나 있다. 57평 규모의 천단 건물에는 12마리의 큰 용과 44마리의 작은 용, 88개 봉화산이 조각되어 있다. 건물 안에는 북벽에 안월성신 조각, 동쪽에는 금강탑, 서쪽에는 무량수탑이 각각 목조 6층으로 금박되어 있다. 또 4면에 불보살, 선관, 성군 사천왕 조각이 있으며 서벽에는 동진보살의 탱화를 배치하여 종교적인 분위기를 풍기고 있다. 지붕에는 12지신상을 배치하여 위엄을 강조하였다.
수운교도솔천은 유성대로에서 자운로를 통해 접근할 수 있으며, 고속도로는 호남고속도로 지선 북대전IC 및 유성IC가 가깝다.
주변에는 금병산 등이 있다.",무료,https://image.mycelebs.com/travel/new/ho/392077_ho_1499091345.jpg,유적지,,,
미륵원,대전,대전광역시 동구 마산동 산25-12,36.386961,127.4919,,"미륵원지는 고려말 황윤보(黃允寶)에 의해 건립되어 여말선초 회덕 황씨가의 적선(積善)에 의해 운영된 역사 깊은 생활유적으로, 행려자(行旅者)들을 대상으로 한 구호활동에서 점차 사회구조 및 봉사활동으로 확대한 대전 최초의 사회복지 기능을 수행한 민간기관이다.

또한 이색(李穡)과 하륜(河崙), 변계량(卞季良), 정인지(鄭麟趾), 송시열(宋時烈) 등 당시에 정치·학문·문학으로 손꼽히는 인물들이 찬한 제영기(題詠記)에서 그 위상을 짐작할 수 있으며, 청풍명월(淸風明月), 절의정신(節義精神)과 더불어 우리 지방의 향풍(鄕風) 가운데 하나인 남에게 베풀기를 좋아하는 대전사람의 후덕(厚德)한 인심을 상징하는 중요한 유적이다.",무료,https://cdn.ggilbo.com/news/photo/202205/910475_741613_3749.JPG,유적지,,,
조선의 정원서재 송시열의 남간정사,대전,대전광역시 동구 충정로 53,36.3477226,127.4566344,대전 동구청 관광문화체육과 042-251-4204,"낮은 야산 기슭에 남향하여 있는 남간정사는 조선 후기의 대유학자 우암 송시열(尤庵 宋時烈:1607∼1689) 선생이 학문을 가르치던 곳이다. 우암 송시열 선생은 소제(동구 소제동)에 살면서 흥농촌(興農村)에 서재를 세워 능인암(能仁庵)이라 하였고, 그 아래에 남간정사를 지었다. 이곳에서 많은 제자를 기르고 그의 학문을 대성한 유서 깊은 곳이다.
남간정사는 지붕은 옆면에서 볼 때 여덟 팔(八) 자 모양을 한 팔작지붕에 정원이 조성되어 있는 외삼문과 강학당, 사당이 위치하고 있는 공간인 내삼문 등 크게 두 공간으로 나뉜다. 외삼문 공간의 마당에 들어서서 좌측, 담장 옆의 연못가는 남간정사의 정원구조를 한눈에 볼 수 있는 포인트다. 남간정사와 연못이 어우러진 자연스러운 모습을 마주할 수 있다.
자연을 거스르지 않고 조화를 이끌어낸 건축물로 알려진 이 건물의 앞마당 반을 차지하고 있는 연못은 이곳 정원을 완성하는 주요한 요소이다. 연못에 흘러드는 물은 강학공간인 대청 아래로 흘러드는 물과 계족산 쪽에서 마당을 가로질러 흘러드는 물로 채워지는 구조를 하고 있다. 연못의 중앙은 동그란 섬을 만들어 정적인 가운데 변화를 주고, 건물의 일부분 외에 연못 주변은 원래 있던 자연석을 그대로 두고 조경을 마무리하여 자연의 아름다움을 정원에 끌어들이고 있다.",무료,https://upload.wikimedia.org/wikipedia/commons/d/de/Korea-Daejeon-Uam_Historic_Park-01.jpg,유적지,,,
옛 대전형무소,대전,대전광역시 중구 목동 48-2,36.336667,127.410556,,"이곳은 대전교도소(건설 당시 대전형무소)가 있던 자리로, 1984년 도심의 확장과 함께 교도소가 이전하면서 담장과 교도소 본관은 철거되어 아파트가 들어서고 남쪽의 망루와 우물만이 보존되었다. 대전형무소는 3.1운동 이후 계속적으로 만세운동이 이어져 한국의 독립운동가들을 수감하기 위해 일제가 소규모로 설치하였던 것을 1939년 대규모 시설로 확장 준공하였다. 도산 안창호 선생 을 비롯한 많은 독립투사들이 수감되어 옥고를 치렀고. 한국 전쟁 당시 연합군에 쫓기던 조선민주주의인민공화국(북한)군이 1.300명의 양민을 포함한 6.000여 명을 무참하게 학살하기도 하였으며 이후에는 화가 이응로가 수감되기도 한 곳이다. 민족의 비극을 되돌아보기 위해 보존되고 있는 망루는 역사의 한 자취로써 의미를 가진다.",무료,https://cdn.idjnews.kr/news/photo/202204/134119_94916_4832.jpg,유적지,,,
옛 충남도청과 근현대사전시관,대전,대전광역시 중구 중앙로 101,36.3267462,127.420376,042-270-4537,"대전근현대사전시관은 대전시립박물관에서 운영하는 전시관으로 1932년 건축된 우리나라의 대표적인 근대건축물인 옛 충남도청사 본관 1층에 자리하고 있다. 1930년대 초 건축물 중 보기 드물게 원형이 잘 보존된 근대문화유산을 활용한 근현대사전시관에는 건축물관 관람과 함께 상설전은 물론, 대전 근현대사의 많은 사건들과 역사, 건축, 도시계획, 디자인, 대중문화 등 다양한 분야의 특별전을 둘러볼 수 있다.",무료,https://koreaartguide.com/data/file/museum/2042211114_8pRhCLMT_d47152e9549de659d9cd88025318d8c277fb8d66.JPG,유적지,,,
